Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
September,Economy,UK,UK,158,BRITISH AIRWAYS,OSCT
August,Economy,UK,UK,80,BRITISH AIRWAYS,Group HR
October,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,154,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,42,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,206,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,59,EASYJET,Strategic Director Border
August,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,OSCT
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Policy & Strategy
July,Business Class,UK,UK,228,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,155,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,121,FLYBE BRITISH EUROPEAN,OSCT
July,Economy,UK,UK,76,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,129,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,118,BRITISH AIRWAYS,Crime & Policing Group
August,Economy,UK,UK,88,BMI BABY,Strategic Director Border
July,Business Class,UK,UK,120,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,68,BMI,HROD
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,Private Office
August,Economy,UK,UK,131,BRITISH AIRWAYS,HROD
August,Business Class,UK,UK,179,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,158,BMI,Crime & Policing Group
July,Economy,UK,UK,172,BRITISH AIRWAYS,Resource Management Group
August,Economy,UK,UK,83,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,67,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,99,AIR FRANCE,Science & Research Group
August,Economy,UK,UK,128,BMI BABY,Strategy & Reform Directorate
August,Economy,UK,UK,115,EASYJET,Science & Research Group
July,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,117,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,137,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,52,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,47,BRITISH AIRWAYS,Strategic Director Border
August,Business Class,UK,UK,192,BRITISH AIRWAYS,Policy & Strategy
August,Economy,UK,UK,91,FLYBE BRITISH EUROPEAN,Policy & Strategy
September,Economy,UK,UK,126,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,228,FLYBE BRITISH EUROPEAN,Policy & Strategy
September,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,266,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,221,BMI,Strategy & Reform Directorate
July,Business Class,UK,UK,120,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,244,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,244,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,98,EASYJET,Strategic Director Border
July,Economy,UK,UK,118,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,123,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,135,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,136,EASYJET,Strategic Director Border
August,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,96,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,289,BRITISH AIRWAYS,Strategic Director Border
August,Business Class,UK,UK,213,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,161,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Policy & Strategy
September,Economy,UK,UK,126,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,186,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,176,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,100,EASYJET,Strategic Director Border
July,Economy,UK,UK,408,BMI BABY,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Policy & Strategy
July,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,124,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
July,Economy,UK,UK,93,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,129,BMI,Crime & Policing Group
August,Business Class,UK,UK,189,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,129,BMI,Crime & Policing Group
July,Economy,UK,UK,289,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,116,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,267,FLYBE BRITISH EUROPEAN,Science & Research Group
August,Economy,UK,UK,106,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,210,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
July,Economy,UK,UK,303,BMI,Strategic Director Border
July,Economy,UK,UK,257,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,185,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
July,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,41,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,192,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,115,EASYJET,Science & Research Group
August,Economy,UK,UK,188,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,170,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,227,FLYBE BRITISH EUROPEAN,Policy & Strategy
July,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,126,BRITISH AIRWAYS,Science & Research Group
July,Economy,UK,UK,204,BMI BABY,Resource Management Group
September,Economy,UK,UK,143,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,159,EASTERN AIRWAYS,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Business Class,UK,UK,203,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,188,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,155,BRITISH AIRWAYS,Finance & Commercial Group
July,Economy,UK,UK,219,BRITISH AIRWAYS,Science & Research Group
September,Economy,UK,UK,72,FLYBE BRITISH EUROPEAN,Science & Research Group
July,Economy,UK,UK,228,BRITISH AIRWAYS,Science & Research Group
July,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,145,BRITISH AIRWAYS,OSCT
July,Economy,UK,UK,203,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,92,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Science & Research Group
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Immigration Group
July,Business Class,UK,UK,0,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Business Class,UK,UK,0,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,161,BRITISH AIRWAYS,CRB
August,Economy,UK,UK,161,BRITISH AIRWAYS,CRB
September,Economy,UK,UK,133,FLYBE BRITISH EUROPEAN,CRB
September,Economy,UK,UK,148,FLYBE BRITISH EUROPEAN,CRB
September,Economy,UK,UK,174,FLYBE BRITISH EUROPEAN,CRB
September,Economy,UK,UK,174,FLYBE BRITISH EUROPEAN,CRB
September,Economy,UK,UK,200,FLYBE BRITISH EUROPEAN,CRB
August,Business Class,UK,UK,446,BMI,IPS
August,Economy,UK,UK,111,EASYJET,IPS
August,Economy,UK,UK,111,EASYJET,IPS
August,Economy,UK,UK,356,BMI,IPS
August,Business Class,UK,UK,56,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,180,EASYJET,IPS
August,Economy,UK,UK,315,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,192,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,118,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,67,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,240,AER LINGUS,IPS
August,Economy,UK,UK,128,EASYJET,IPS
August,Business Class,UK,UK,386,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,205,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,235,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,235,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,168,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,178,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,Non EEA,83,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,224,EASTERN AIRWAYS,IPS
August,Economy,UK,UK,66,FLYBE BRITISH EUROPEAN,IPS
August,Business Class,UK,UK,177,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,192,FLYBE BRITISH EUROPEAN,IPS
August,Business Class,UK,UK,295,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,214,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,62,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,177,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,71,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,49,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,197,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,197,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,45,EASYJET,IPS
August,Economy,UK,UK,243,BMI,IPS
August,Business Class,UK,UK,341,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,111,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,9,LIVINGSTON,IPS
September,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,305,BRITISH AIRWAYS,IPS
September,Business Class,UK,UK,257,BMI,IPS
August,Economy,UK,UK,228,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,41,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,146,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,67,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,36,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,67,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,92,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,162,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,531,BMI,IPS
August,Business Class,UK,UK,107,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,162,AER LINGUS,IPS
August,Economy,UK,UK,185,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,96,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,147,EASYJET,IPS
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,155,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,96,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,167,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,356,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,215,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,138,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,179,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,102,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,84,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,156,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,96,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,63,EASYJET,IPS
September,Economy,UK,UK,63,EASYJET,IPS
August,Economy,UK,UK,123,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,381,BMI,IPS
September,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,329,BMI,IPS
August,Economy,UK,UK,55,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,262,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,84,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,156,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,167,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,179,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,79,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,103,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,258,BRITISH AIRWAYS,IPS
October,Economy,UK,UK,115,BRITISH AIRWAYS,IPS
October,Economy,UK,UK,115,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,309,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,157,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,117,EASTERN AIRWAYS,IPS
September,Economy,UK,UK,53,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,379,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,157,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,531,BMI,IPS
September,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,165,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,262,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,130,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,148,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,43,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,224,EASTERN AIRWAYS,ISA
September,Economy,UK,UK,224,EASTERN AIRWAYS,ISA
September,Economy,UK,UK,48,FLYBE BRITISH EUROPEAN,ISA
September,Economy,UK,UK,48,FLYBE BRITISH EUROPEAN,ISA
September,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,ISA
September,Economy,UK,UK,48,FLYBE BRITISH EUROPEAN,ISA
August,Business Class,UK,UK,213,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,209,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Business Class,UK,UK,198,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,215,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,185,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,182,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,120,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,123,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,161,BRITISH AIRWAYS,Resource Management Group
August,Economy,UK,UK,125,MANX2,Immigration Group
September,Economy,UK,UK,77,FLYBE BRITISH EUROPEAN,OSCT
September,Economy,UK,UK,46,BRITISH AIRWAYS,OSCT
September,Economy,UK,UK,46,BRITISH AIRWAYS,OSCT
August,Economy,UK,UK,57,BRITISH AIRWAYS,Policy & Strategy
September,Economy,UK,UK,77,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Economy,UK,UK,67,BRITISH AIRWAYS,Policy & Strategy
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Business Class,UK,UK,332,BRITISH AIRWAYS,Policy & Strategy
August,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,261,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,91,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,75,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,82,BRITISH AIRWAYS,Strategic Director Border
August,Business Class,UK,UK,311,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,133,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,149,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,149,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,83,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,67,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,84,BRITISH AIRWAYS,Crime & Policing Group
August,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,113,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,141,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,73,BMI,Finance & Commercial Group
August,Economy,UK,UK,188,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,151,BRITISH AIRWAYS,Resource Management Group
August,Economy,UK,UK,162,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,270,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,214,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,161,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,161,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,242,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,275,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,275,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,262,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,159,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,166,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,166,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,199,BRITISH AIRWAYS,Resource Management Group
September,Economy,UK,UK,83,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,206,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,83,BRITISH AIRWAYS,Resource Management Group
September,Economy,UK,UK,88,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,167,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,167,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,93,BRITISH AIRWAYS,Policy & Strategy
September,Economy,UK,UK,23,FLYBE BRITISH EUROPEAN,Policy & Strategy
September,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Business Class,UK,UK,278,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,220,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,229,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,90,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,80,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Business Class,UK,UK,351,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,271,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,80,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,60,BRITISH AIRWAYS,Policy & Strategy
August,Economy,UK,UK,94,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Policy & Strategy
August,Economy,UK,UK,117,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Business Class,UK,UK,123,BRITISH AIRWAYS,Criminal & Detention Group
August,Business Class,UK,UK,123,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,64,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,60,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
August,Economy,UK,UK,376,BRITISH AIRWAYS,Science & Research Group
September,Economy,UK,UK,113,BRITISH AIRWAYS,Strategy & Reform Directorate
October,Economy,UK,UK,108,BRITISH AIRWAYS,Strategy & Reform Directorate
August,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
August,Economy,UK,UK,66,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
August,Economy,UK,UK,114,BMI,Criminal & Detention Group
August,Economy,UK,UK,128,BRITISH AIRWAYS,Finance & Commercial Group
August,Economy,UK,UK,242,BMI,Criminal & Detention Group
August,Business Class,UK,UK,215,BRITISH AIRWAYS,Immigration Group
August,Business Class,UK,UK,215,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Business Class,UK,UK,108,BRITISH AIRWAYS,Criminal & Detention Group
