Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,60,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,110,BMI,Criminal & Detention Group
July,Economy,UK,UK,110,BMI,Criminal & Detention Group
July,Economy,UK,UK,275,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,172,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,106,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,178,BMI,Strategic Director Border
June,Economy,UK,UK,194,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,6,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,209,BRITISH AIRWAYS,Criminal & Detention Group
June,Business Class,UK,UK,257,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
June,Economy,UK,UK,136,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,261,FLYBE BRITISH EUROPEAN,Resource Management Group
June,Economy,UK,UK,89,BMI,Strategic Director Border
June,Business Class,UK,UK,277,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,99,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,225,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,129,BRITISH AIRWAYS,HROD
June,Economy,UK,UK,139,FLYBE BRITISH EUROPEAN,Resource Management Group
June,Economy,UK,UK,50,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,99,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,136,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,216,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
June,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,139,FLYBE BRITISH EUROPEAN,Resource Management Group
June,Economy,UK,UK,15,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,136,FLYBE BRITISH EUROPEAN,Policy & Strategy
July,Economy,UK,UK,77,BMI,Criminal & Detention Group
June,Business Class,UK,UK,115,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,212,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,HROD
June,Economy,UK,UK,217,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,93,BRITISH AIRWAYS,HROD
June,Economy,UK,UK,226,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,169,BMI BABY,Criminal & Detention Group
June,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,386,BMI,Immigration Group
June,Economy,UK,UK,164,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
June,Business Class,UK,UK,243,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,172,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,289,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,246,BMI,Strategic Director Border
June,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,320,BMI,Strategic Director Border
June,Economy,UK,UK,433,BRITISH AIRWAYS,HROD
June,Business Class,UK,UK,187,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,172,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,169,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
June,Economy,UK,UK,216,BRITISH AIRWAYS,Strategic Director Border
June,Economy,UK,UK,162,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,138,BRITISH AIRWAYS,Resource Management Group
July,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,175,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,276,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,202,BRITISH AIRWAYS,Policy & Strategy
June,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,169,AIR FRANCE,HROD
June,Economy,UK,UK,427,EASTERN AIRWAYS,Strategic Director Border
June,Economy,UK,UK,138,BRITISH AIRWAYS,Resource Management Group
June,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,216,BRITISH AIRWAYS,Strategic Director Border
June,Economy,UK,UK,93,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,204,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,110,BMI,Strategic Director Border
June,Economy,UK,UK,148,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,67,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
June,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
June,Business Class,UK,UK,243,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,37,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Economy,UK,UK,191,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,88,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,75,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,34,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,55,EASYJET,Immigration Group
June,Economy,UK,UK,120,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,289,BRITISH AIRWAYS,HROD
June,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,45,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,103,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,170,FLYBE BRITISH EUROPEAN,Strategic Director Border
June,Business Class,UK,UK,194,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,117,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
June,Business Class,UK,UK,123,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,172,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,252,BRITISH AIRWAYS,Strategic Director Border
June,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,204,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,57,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,113,BMI,Strategic Director Border
June,Economy,UK,UK,93,BRITISH AIRWAYS,HROD
June,Economy,UK,UK,93,BRITISH AIRWAYS,Criminal & Detention Group
June,Business Class,UK,UK,257,BRITISH AIRWAYS,Immigration Group
June,Business Class,UK,UK,187,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,159,AER LINGUS,Strategic Director Border
July,Economy,UK,UK,118,BRITISH AIRWAYS,Strategic Director Border
June,Economy,UK,UK,148,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
July,Economy,UK,UK,123,FLYBE BRITISH EUROPEAN,Immigration Group
June,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,0,BRITISH AIRWAYS,Strategic Director Border
June,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Business Class,UK,UK,0,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,HROD
July,Business Class,UK,UK,0,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,172,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,110,EASYJET,IPS
August,Economy,UK,UK,146,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,376,BMI,IPS
August,Economy,UK,UK,114,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,376,BMI,IPS
July,Economy,UK,UK,62,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,92,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,201,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,359,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,190,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,190,MANX2,IPS
July,Economy,UK,UK,122,LIVINGSTON,IPS
July,Economy,UK,UK,59,EASYJET,IPS
July,Economy,UK,UK,92,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,96,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,209,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,244,EASTERN AIRWAYS,IPS
July,Economy,UK,UK,59,EASYJET,IPS
August,Economy,UK,UK,171,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,65,EASYJET,IPS
August,Economy,UK,UK,297,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,85,EASYJET,IPS
July,Economy,UK,UK,249,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,172,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,304,BMI,IPS
July,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,162,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,59,EASYJET,IPS
July,Economy,UK,UK,212,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,289,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,96,FLYBE BRITISH EUROPEAN,IPS
August,Business Class,UK,UK,107,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,376,BMI,IPS
July,Economy,UK,UK,289,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,79,EASYJET,IPS
October,Economy,UK,UK,119,BRITISH AIRWAYS,IPS
July,Business Class,UK,UK,159,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,202,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,304,BMI,IPS
July,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,IPS
August,Business Class,UK,UK,235,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,64,FLYBE BRITISH EUROPEAN,IPS
July,Business Class,UK,UK,291,BMI,IPS
August,Economy,UK,UK,124,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,94,EASYJET,IPS
July,Economy,UK,UK,158,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,74,FLYBE BRITISH EUROPEAN,IPS
July,Business Class,UK,UK,389,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,230,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,74,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,64,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,86,BMI BABY,IPS
July,Economy,UK,UK,48,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,114,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,74,EASYJET,IPS
August,Economy,UK,UK,148,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,159,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,81,EASYJET,IPS
July,Economy,UK,UK,48,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,64,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,68,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,85,EASYJET,IPS
July,Economy,UK,UK,201,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,72,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,167,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,207,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,262,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
August,Economy,UK,UK,66,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,387,BMI,IPS
July,Economy,UK,UK,289,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,57,EASYJET,IPS
August,Economy,UK,UK,45,EASYJET,IPS
July,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,376,BMI,IPS
August,Economy,UK,UK,118,BRITISH AIRWAYS,IPS
August,Economy,UK,UK,118,BRITISH AIRWAYS,IPS
August,Business Class,UK,UK,386,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,219,BRITISH AIRWAYS,IPS
July,Economy,UK,UK,378,AER LINGUS,IPS
August,Economy,UK,UK,531,BMI,IPS
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,293,BMI,IPS
July,Economy,UK,UK,98,BMI,IPS
July,Economy,UK,UK,376,BMI,IPS
August,Economy,UK,UK,112,EASTERN AIRWAYS,IPS
July,Economy,UK,UK,98,BMI,IPS
July,Economy,UK,Non EEA,216,FLYBE BRITISH EUROPEAN,IPS
July,Economy,UK,UK,47,FLYBE BRITISH EUROPEAN,ISA
July,Economy,UK,UK,264,EASTERN AIRWAYS,ISA
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,289,BRITISH AIRWAYS,OSCT
August,Economy,UK,UK,120,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,36,FLYBE BRITISH EUROPEAN,Science & Research Group
August,Economy,UK,UK,116,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,84,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,72,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,289,BRITISH AIRWAYS,OSCT
August,Business Class,UK,UK,332,BRITISH AIRWAYS,Strategy & Reform Directorate
July,Economy,UK,UK,222,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,824,VIRGIN ATLANTIC,Strategy & Reform Directorate
July,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
August,Economy,UK,UK,164,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Science & Research Group
July,Economy,UK,UK,125,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
July,Business Class,UK,UK,198,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,251,BRITISH AIRWAYS,Science & Research Group
September,Economy,UK,UK,93,BRITISH AIRWAYS,Immigration Group
September,Economy,UK,UK,202,FLYBE BRITISH EUROPEAN,OSCT
July,Economy,UK,UK,146,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,268,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,219,BRITISH AIRWAYS,Immigration Group
August,Economy,UK,UK,177,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,216,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Business Class,UK,UK,239,BRITISH AIRWAYS,OSCT
July,Economy,UK,UK,275,BRITISH AIRWAYS,Science & Research Group
July,Business Class,UK,UK,237,BRITISH AIRWAYS,Criminal & Detention Group
July,Business Class,UK,UK,198,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,60,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,239,BRITISH AIRWAYS,Science & Research Group
July,Economy,UK,UK,256,BMI,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,227,BMI,Policy & Strategy
August,Economy,UK,UK,169,BRITISH AIRWAYS,Strategic Director Border
July,Business Class,UK,UK,123,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,191,BRITISH AIRWAYS,Finance & Commercial Group
July,Economy,UK,UK,93,BRITISH AIRWAYS,Criminal & Detention Group
June,Economy,UK,UK,242,BRUSSELS AIRLINES,OSCT
July,Economy,UK,UK,189,FLYBE BRITISH EUROPEAN,OSCT
July,Economy,UK,UK,192,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Immigration Group
July,Business Class,UK,UK,237,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,318,FLYBE BRITISH EUROPEAN,OSCT
July,Economy,UK,UK,222,BMI,Strategic Director Border
July,Economy,UK,UK,176,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,221,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,158,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,60,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,289,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,160,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
July,Business Class,UK,UK,237,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,117,FLYBE BRITISH EUROPEAN,HROD
July,Economy,UK,UK,275,BRITISH AIRWAYS,Strategy & Reform Directorate
July,Economy,UK,UK,91,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,126,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,289,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,230,BRITISH AIRWAYS,Science & Research Group
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
July,Business Class,UK,UK,257,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,OSCT
July,Business Class,UK,UK,119,BRITISH AIRWAYS,Strategic Director Border
July,Business Class,UK,UK,267,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,223,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,125,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,94,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,169,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,175,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,158,BRITISH AIRWAYS,Immigration Group
October,Economy,UK,UK,85,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
July,Economy,UK,UK,177,BMI,Strategic Director Border
August,Economy,UK,UK,67,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,67,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
July,Economy,UK,UK,219,BRITISH AIRWAYS,OSCT
July,Economy,UK,UK,257,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,177,FLYBE BRITISH EUROPEAN,Resource Management Group
July,Economy,UK,UK,137,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Business Class,UK,UK,120,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,129,AER LINGUS,OSCT
October,Economy,UK,UK,85,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,145,BRITISH AIRWAYS,Finance & Commercial Group
July,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,145,BRITISH AIRWAYS,Strategic Director Border
August,Economy,UK,UK,162,FLYBE BRITISH EUROPEAN,Policy & Strategy
July,Business Class,UK,UK,320,BRITISH AIRWAYS,Strategy & Reform Directorate
July,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,Private Office
July,Economy,UK,UK,219,BRITISH AIRWAYS,OSCT
July,Economy,UK,UK,218,BRITISH AIRWAYS,Science & Research Group
July,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,OSCT
August,Economy,UK,UK,145,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,108,AER LINGUS,Private Office
July,Economy,UK,UK,162,BRITISH AIRWAYS,Finance & Commercial Group
July,Economy,UK,UK,191,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,194,BRITISH AIRWAYS,Strategic Director Border
July,Business Class,UK,UK,123,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,136,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,122,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Business Class,UK,UK,335,BRITISH AIRWAYS,Strategy & Reform Directorate
September,Economy,UK,UK,90,BRITISH AIRWAYS,Strategy & Reform Directorate
July,Economy,UK,UK,64,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,114,EASTERN AIRWAYS,Finance & Commercial Group
July,Economy,UK,UK,141,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
August,Economy,UK,UK,177,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,223,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,120,BRITISH AIRWAYS,Science & Research Group
July,Economy,UK,UK,184,BRITISH AIRWAYS,Strategic Director Border
July,Business Class,UK,UK,120,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,358,BMI,Immigration Group
July,Economy,UK,UK,222,BRITISH AIRWAYS,Policy & Strategy
July,Business Class,UK,UK,117,BRITISH AIRWAYS,Policy & Strategy
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Crime & Policing Group
August,Economy,UK,UK,103,BRITISH AIRWAYS,Policy & Strategy
June,Economy,UK,UK,67,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,108,AER LINGUS,Private Office
July,Economy,UK,UK,161,EASYJET,Science & Research Group
July,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,103,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,204,BRITISH AIRWAYS,HROD
August,Economy,UK,UK,96,BRITISH AIRWAYS,Strategic Director Border
July,Business Class,UK,UK,107,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,276,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,15,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Economy,UK,UK,230,FLYBE BRITISH EUROPEAN,Science & Research Group
July,Economy,UK,UK,289,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,289,BRITISH AIRWAYS,Immigration Group
July,Business Class,UK,UK,335,BRITISH AIRWAYS,Strategy & Reform Directorate
July,Business Class,UK,UK,192,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,134,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,289,BRITISH AIRWAYS,OSCT
August,Economy,UK,UK,138,EASYJET,Strategic Director Border
August,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,73,BMI,HROD
July,Business Class,UK,UK,240,BRITISH AIRWAYS,Criminal & Detention Group
August,Economy,UK,UK,144,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,133,BRITISH AIRWAYS,Science & Research Group
July,Economy,UK,UK,149,BRITISH AIRWAYS,HROD
July,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,191,FLYBE BRITISH EUROPEAN,Strategic Director Border
August,Economy,UK,UK,69,AIR FRANCE,Strategy & Reform Directorate
July,Business Class,UK,UK,240,BRITISH AIRWAYS,Criminal & Detention Group
July,Economy,UK,UK,104,EASYJET,Strategic Director Border
July,Economy,UK,UK,134,FLYBE BRITISH EUROPEAN,Crime & Policing Group
July,Economy,UK,UK,284,EASTERN AIRWAYS,Crime & Policing Group
July,Economy,UK,UK,167,FLYBE BRITISH EUROPEAN,Immigration Group
July,Economy,UK,UK,206,FLYBE BRITISH EUROPEAN,Immigration Group
August,Economy,UK,UK,94,FLYBE BRITISH EUROPEAN,Strategic Director Border
July,Business Class,UK,UK,108,BRITISH AIRWAYS,Policy & Strategy
July,Business Class,UK,UK,162,BRITISH AIRWAYS,Strategic Director Border
July,Economy,UK,UK,230,BRITISH AIRWAYS,HROD
July,Business Class,UK,UK,239,BRITISH AIRWAYS,Immigration Group
July,Economy,UK,UK,54,BMI,Immigration Group
July,Economy,UK,UK,251,AER LINGUS,Crime & Policing Group
August,Economy,UK,UK,155,BRITISH AIRWAYS,HROD
